# panel-epoch.csv — THE position-epoch panel (spec §1 unit), plan 10-09
# 
# measured: 2026-07-27   git commit: a2c1f04
# command: econometrics epoch-panel --endpoint https://api.goldsky.com/api/public/project_cl9gc21q105380hxuh8ks53k3/subgraphs/panoptic-subgraph-base/dev/gn --pool 0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a
# working directory: repository root (all paths below are repo-relative)
# 
# subgraph endpoint: https://api.goldsky.com/api/public/project_cl9gc21q105380hxuh8ks53k3/subgraphs/panoptic-subgraph-base/dev/gn
# underlying pool (V4 poolId): 0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a
# PanopticPool: 0xb50e8bb68f5855da742f4579274902a20454174a (ETH/USDC, fee 500)
# SFPM read target: 0x8dcAa08cF298F8b4830FAf56d47930981AdE33af
# VEGOID / nu: 8 / 0.125 — applied INSIDE the contract's X64 accumulator, never re-applied here
# 
# accumulator readings: notes/structural-econometrcics/data/premium-accumulators.csv (8910 rows, blocks 43781657..48157721, epochs 492876..495306)
# gate population: notes/structural-econometrcics/data/panel.csv (55 tokenIds)
# gate verdict: notes/structural-econometrcics/data/reconcile.md — GATE: PASS, short-stratum median rel error 0.0, worst 5.447268e-4, tolerance 0.01
# telescoping cross-check: notes/structural-econometrcics/data/reconcile-errors.csv — TELESCOPE_MISMATCHES 0, PANEL_SUM_MISMATCHES 0
# variance series: notes/structural-econometrcics/data/variance-hourly.csv (hourly)
# 
# epoch rule: floor(unixSeconds / 3600) via
#   Panel.Epoch.epochOfSeconds — the SAME function the variance series uses.
#   The join is an exact INTEGER match; UNMATCHED_EPOCHS = 0.
# epoch attribution: a row's premium is the accumulator difference over the
#   interval STARTING at that epoch's boundary block, so it accrued during
#   epoch e and is regressed on sigma^2_e measured over the same hour.
# 
# premium_wei: Integer, currency0 (ETH), seller-side sign as the protocol emits it.
#   CANONICAL. premium_eth = premium_wei / 1e18 is the regression LHS.
#   Summing premium_wei over a tokenId's rows reproduces that spell's
#   gate-validated recon_wei EXACTLY (Panoptic.Premium.decomposePremium).
# strike_tick: Leg.strike, ALREADY an int24 tick — no round(log K / log 1.0001).
# pool_tick: the epoch's mean pool tick from the same V4 Swap series as sigma^2.
# moneyness: Model.Upsilon.moneyness strike_tick pool_tick = |i_K - i_t|.
# flags: ';'-separated Panoptic.Premium.PremiumFlag values; rows are RETAINED.
# n_swaps: swaps behind this epoch's sigma^2. n_swaps = 0 marks an hour in
#   which the pool saw no trade at all (sigma^2 = 0 measured, pool tick carried
#   forward); 3 such row(s) here.
# 
# PANEL_ROWS 6760 / PANEL_TOKENIDS 55 / PANEL_EPOCHS 1887 / MULTI_EPOCH_TOKENIDS 52 / FLAGGED_ROWS 6760
# SPELL_EPOCH_ROWS 6766 (the 10-01 census's per-SPELL count; PANEL_ROWS is per (tokenId, epoch), so a tokenId holding two spells that share an hour contributes one row where the census counted two)
# within-position epochs: median 10.000000, max 1176; top-10 tokenId row share 0.841272 — precision is bounded by the 55 CLUSTERS, not by the row count.
# Phase-9 baseline 61 spell rows; GAIN_FACTOR 110.819672
token_id,account,epoch,premium_wei,premium_eth,strike_tick,pool_tick,moneyness,is_long,leg_count,flags,sigma2,sigma2_instrument,n_swaps
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495134,0,0.0,-202990,-202780,210.0,0,1,Extrapolated,4.6375362425111395e-5,6.425357458899641e-5,666
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495135,0,0.0,-202990,-202731,259.0,0,1,Extrapolated,3.965603436351692e-5,4.611538842272822e-5,360
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495136,0,0.0,-202990,-202677,313.0,0,1,Extrapolated,2.6141385839631567e-4,1.3160683920640723e-4,463
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495137,0,0.0,-202990,-202659,331.0,0,1,Extrapolated,6.979302063977513e-6,1.0168983093216524e-5,196
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495138,0,0.0,-202990,-202692,298.0,0,1,Extrapolated,6.199380056828161e-6,6.99930006416083e-6,184
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495139,0,0.0,-202990,-202691,299.0,0,1,Extrapolated,5.379462049312182e-6,7.389261067735502e-6,158
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495140,0,0.0,-202990,-202711,279.0,0,1,Extrapolated,9.509049087167055e-6,1.4548545133362882e-5,193
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495141,0,0.0,-202990,-202717,273.0,0,1,Extrapolated,3.859614035380118e-6,4.85951404454595e-6,120
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495142,0,0.0,-202990,-202716,274.0,0,1,Extrapolated,3.459654031713786e-6,5.339466048945548e-6,123
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495143,0,0.0,-202990,-202696,294.0,0,1,Extrapolated,5.509449050503738e-6,2.6097390239228254e-6,135
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495144,0,0.0,-202990,-202703,287.0,0,1,Extrapolated,3.5596440326303694e-6,4.2095790385881575e-6,128
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495145,0,0.0,-202990,-202707,283.0,0,1,Extrapolated,1.0598940097157837e-6,1.4898510136570921e-6,74
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495146,0,0.0,-202990,-202672,318.0,0,1,Extrapolated,3.8196180350134874e-6,5.1094890468374075e-6,132
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495147,0,0.0,-202990,-202672,318.0,0,1,Extrapolated,9.349065085700536e-6,7.369263067552188e-6,124
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495148,0,0.0,-202990,-202665,325.0,0,1,Extrapolated,3.419658031347152e-6,4.249575038954791e-6,80
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495149,0,0.0,-202990,-202686,304.0,0,1,Extrapolated,1.2438756114022956e-5,6.43935605902796e-6,121
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495150,0,0.0,-202990,-202683,307.0,0,1,Extrapolated,2.6597340243811173e-6,3.819618035013484e-6,109
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495151,0,0.0,-202990,-202663,327.0,0,1,Extrapolated,7.499250068743756e-7,1.0298970094408086e-6,80
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495152,0,0.0,-202990,-202658,332.0,0,1,Extrapolated,1.7698230162235246e-6,1.6898310154902579e-6,63
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495153,0,0.0,-202990,-202670,320.0,0,1,Extrapolated,6.899310063244254e-7,1.039896009532467e-6,60
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495154,0,0.0,-202990,-202661,329.0,0,1,Extrapolated,5.929407054353385e-6,6.789321062236005e-6,81
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495155,0,0.0,-202990,-202667,323.0,0,1,Extrapolated,1.3998600128321668e-6,2.1797820199815168e-6,69
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495156,0,0.0,-202990,-202659,331.0,0,1,Extrapolated,5.699430052245251e-6,2.5397460232812173e-6,70
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495157,0,0.0,-202990,-202629,361.0,0,1,Extrapolated,6.759324061961035e-6,5.5194480505954e-6,89
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495158,0,0.0,-202990,-202594,396.0,0,1,Extrapolated,6.769323062026396e-6,3.669633033635056e-6,109
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495159,0,0.0,-202990,-202531,459.0,0,1,Extrapolated,1.6718328153251983e-5,2.0517948188081457e-5,173
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495160,0,0.0,-202990,-202528,462.0,0,1,Extrapolated,1.2798720117322676e-6,1.6398360150319669e-6,95
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495161,0,0.0,-202990,-202587,403.0,0,1,Extrapolated,7.339266067268673e-6,1.1138886102091752e-5,181
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495162,0,0.0,-202990,-202605,385.0,0,1,Extrapolated,1.519848013932067e-6,2.0397960186982996e-6,77
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495163,0,0.0,-202990,-202673,317.0,0,1,Extrapolated,2.449755022456283e-5,2.4917508228412553e-5,181
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495164,0,0.0,-202990,-202677,313.0,0,1,Extrapolated,3.0586941280382836e-5,6.149385056369872e-6,64
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495165,0,0.0,-202990,-202676,314.0,0,1,Extrapolated,4.549545041704541e-6,4.829517044270974e-6,92
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495166,0,0.0,-202990,-202729,261.0,0,1,Extrapolated,8.669133079467755e-6,1.036896309504969e-5,187
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495167,0,0.0,-202990,-202715,275.0,0,1,Extrapolated,4.419558040512982e-6,5.159484047295698e-6,101
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495168,0,0.0,-202990,-202709,281.0,0,1,Extrapolated,3.379662030980519e-6,2.639736024197801e-6,96
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495169,0,0.0,-202990,-202722,268.0,0,1,Extrapolated,1.8698130171401085e-6,2.189781020073175e-6,74
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495170,0,0.0,-202990,-202717,273.0,0,1,Extrapolated,3.609639033088661e-6,5.429457049770472e-6,89
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495171,0,0.0,-202990,-202718,272.0,0,1,Extrapolated,7.499250068743757e-7,1.0498950096241253e-6,170
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495172,0,0.0,-202990,-202717,273.0,0,1,Extrapolated,1.3678632125388588e-5,2.4197580221813164e-6,117
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495173,0,0.0,-202990,-202748,242.0,0,1,Extrapolated,4.409559040421321e-6,5.749425052703539e-6,111
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495174,0,0.0,-202990,-202763,227.0,0,1,Extrapolated,2.7397260251143842e-6,3.1796820291473504e-6,104
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495175,0,0.0,-202990,-202727,263.0,0,1,Extrapolated,2.7197280249310675e-6,3.5396460324470514e-6,94
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495176,0,0.0,-202990,-202681,309.0,0,1,Extrapolated,6.309369057836402e-6,8.379162076809678e-6,128
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495177,0,0.0,-202990,-202667,323.0,0,1,Extrapolated,1.9698030180566922e-6,2.8497150261226255e-6,87
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495178,0,0.0,-202990,-202700,290.0,0,1,Extrapolated,1.7398260159485506e-6,3.079692028230767e-6,79
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495179,0,0.0,-202990,-202680,310.0,0,1,Extrapolated,3.7296270341885596e-6,4.289571039321425e-6,102
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495180,0,0.0,-202990,-202664,326.0,0,1,Extrapolated,9.659034088541943e-6,7.219278066177315e-6,143
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495181,0,0.0,-202990,-202681,309.0,0,1,Extrapolated,4.6095390422544915e-6,6.789321062236007e-6,155
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495182,0,0.0,-202990,-202667,323.0,0,1,Extrapolated,7.849215071951778e-6,8.769123080384357e-6,113
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495183,0,0.0,-202990,-202671,319.0,0,1,Extrapolated,5.299470048578914e-6,8.539146078276214e-6,164
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495184,0,0.0,-202990,-202725,265.0,0,1,Extrapolated,6.7293270616860475e-6,1.0028997091933306e-5,191
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495185,0,0.0,-202990,-202745,245.0,0,1,Extrapolated,5.559444050962026e-6,7.98920107323501e-6,172
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495186,0,0.0,-202990,-202732,258.0,0,1,Extrapolated,2.5597440234645353e-6,2.8397160260309667e-6,83
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495187,0,0.0,-202990,-202767,223.0,0,1,Extrapolated,5.8184181533359834e-5,1.4148585129696542e-5,161
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495188,0,0.0,-202990,-202731,259.0,0,1,Extrapolated,5.1994800476623265e-6,6.959304063794199e-6,134
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495189,0,0.0,-202990,-202763,227.0,0,1,Extrapolated,5.309469048670571e-6,7.359264067460531e-6,130
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495190,0,0.0,-202990,-202768,222.0,0,1,Extrapolated,3.235676429660621e-5,4.3485651398622055e-5,462
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495191,0,0.0,-202990,-202758,232.0,0,1,Extrapolated,8.089191074151586e-6,1.2488751114481254e-5,219
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495192,0,0.0,-202990,-202785,205.0,0,1,Extrapolated,1.571842814408686e-5,2.4797520227312654e-5,465
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495193,0,0.0,-202990,-202769,221.0,0,1,Extrapolated,1.0638936097524435e-5,1.6588341152061165e-5,368
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495194,0,0.0,-202990,-202773,217.0,0,1,Extrapolated,1.9288071176808895e-5,2.588741123730342e-5,331
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495195,0,0.0,-202990,-202664,326.0,0,1,Extrapolated,1.0108989092666557e-5,1.2358764113289697e-5,212
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495196,0,0.0,-202990,-202683,307.0,0,1,Extrapolated,2.379762021814686e-6,3.7996200348301673e-6,113
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495197,0,0.0,-202990,-202738,252.0,0,1,Extrapolated,8.61913807900947e-6,1.3678632125388604e-5,240
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495198,0,0.0,-202990,-202653,337.0,0,1,Extrapolated,4.969503045554194e-6,7.989201073235003e-6,137
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495199,0,0.0,-202990,-202673,317.0,0,1,Extrapolated,7.639236070026965e-6,4.589541042071176e-6,118
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495200,0,0.0,-202990,-202701,289.0,0,1,Extrapolated,4.399560040329666e-6,6.169383056553188e-6,168
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495201,0,0.0,-202990,-202711,279.0,0,1,Extrapolated,4.169583038221527e-6,6.16938305655319e-6,168
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495202,0,0.0,-202990,-202673,317.0,0,1,Extrapolated,3.0596940280474517e-6,4.779522043812681e-6,106
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495203,0,0.0,-202990,-202716,274.0,0,1,Extrapolated,9.219078084508971e-6,1.1178882102474015e-5,162
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495204,0,0.0,-202990,-202662,328.0,0,1,Extrapolated,3.3096690303388896e-5,4.569543041887859e-5,470
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495205,0,0.0,-202990,-202709,281.0,0,1,Extrapolated,3.009699027589134e-5,3.655634433510283e-5,557
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495206,0,0.0,-202990,-202759,231.0,0,1,Extrapolated,2.4977502228962314e-5,3.7036296339502405e-5,699
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495207,0,0.0,-202990,-202725,265.0,0,1,Extrapolated,2.710728924848563e-5,2.7457254251693743e-5,618
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495208,0,0.0,-202990,-202677,313.0,0,1,Extrapolated,1.4228577130429803e-5,1.7408259159577147e-5,205
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495209,0,0.0,-202990,-202425,565.0,0,1,Extrapolated,5.9764023547840766e-5,7.566243369357718e-5,627
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495210,0,0.0,-202990,-202403,587.0,0,1,Extrapolated,7.409259067918803e-6,8.469153077634605e-6,237
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495211,0,0.0,-202990,-202414,576.0,0,1,Extrapolated,4.649535042621121e-6,5.2994700485789144e-6,214
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495212,0,0.0,-202990,-202413,577.0,0,1,Extrapolated,2.299770021081418e-6,3.109689028505743e-6,104
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495213,0,0.0,-202990,-202443,547.0,0,1,Extrapolated,6.0893910558199075e-6,8.409159077084655e-6,150
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495214,0,0.0,-202990,-202443,547.0,0,1,Extrapolated,1.6798320153986006e-6,2.439756022364634e-6,89
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495215,0,0.0,-202990,-202482,508.0,0,1,Extrapolated,1.999800018331668e-6,2.899710026580919e-6,88
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495216,0,0.0,-202990,-202549,441.0,0,1,Extrapolated,9.35906408576377e-6,1.2518748114729226e-5,212
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495217,0,0.0,-202990,-202591,399.0,0,1,Extrapolated,9.979002091472163e-6,1.0208979093578178e-5,178
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495218,0,0.0,-202990,-202612,378.0,0,1,Extrapolated,5.4154584496421576e-5,5.6074392514019936e-5,93
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495219,0,0.0,-202990,-202609,381.0,0,1,Extrapolated,7.009299064252479e-6,2.879712026397601e-6,104
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495220,0,0.0,-202990,-202644,346.0,0,1,Extrapolated,3.1596840289640367e-6,5.1994800476623316e-6,150
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495221,0,0.0,-202990,-202627,363.0,0,1,Extrapolated,2.4997500229145855e-6,3.299670030247251e-6,121
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495222,0,0.0,-202990,-202606,384.0,0,1,Extrapolated,2.119788019431567e-6,3.1196880285974002e-6,71
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495223,0,0.0,-202990,-202603,387.0,0,1,Extrapolated,4.949505045370876e-6,5.009499045920825e-6,111
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495224,0,0.0,-202990,-202646,344.0,0,1,Extrapolated,5.9194080542617275e-6,8.519148078092896e-6,143
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495225,0,0.0,-202990,-202653,337.0,0,1,Extrapolated,2.119788019431568e-6,2.959704027130867e-6,105
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495226,0,0.0,-202990,-202650,340.0,0,1,Extrapolated,4.789521043904341e-6,3.889611035655093e-6,130
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495227,0,0.0,-202990,-202674,316.0,0,1,Extrapolated,4.009599036754995e-6,5.829417053436807e-6,141
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495228,0,0.0,-202990,-202773,217.0,0,1,Extrapolated,9.509049087167072e-6,1.1948805109531701e-5,271
13928819111789696379952065711114,0xb28c04c6e4f234225e62ac72111075ff77746558,495229,0,0.0,-202990,-202815,175.0,0,1,Extrapolated,2.6357364241611243e-5,3.5626437326578624e-5,498
